Municipio;CodIBGE;UF;pop;ind1;nota1;ind2;nota2;ind3;nota3;classifica_CAPAG
Prefeitura Municipal de Bragança - PA;1501709;PA;122881;0,0077 ;A;0,9571 ;C;;;
Prefeitura Municipal de Valinhos - SP;3556206;SP;122163;1,0278 ;B;0,8686 ;A;;;
Prefeitura Municipal de Bagé - RS;4301602;RS;121986;0,1400 ;A;1,0512 ;C;;;
Prefeitura Municipal de Guarapari - ES;3202405;ES;121506;0,0101 ;A;0,8741 ;A;0,2450 ;A;A
Prefeitura Municipal de Sertãozinho - SP;3551702;SP;121412;0,0605 ;A;0,8555 ;A;0,1274 ;A;A
Prefeitura Municipal de Ribeirão Pires - SP;3543303;SP;121130;0,2865 ;A;0,9746 ;C;14,4383 ;C;C
Prefeitura Municipal de Itaguaí - RJ;3302007;RJ;120855;0,1316 ;A;1,0402 ;C;3,4164 ;C;C
Prefeitura Municipal de São Félix do Xingu - PA;1507300;PA;120580;0,1018 ;A;0,9245 ;B;;;
Prefeitura Municipal de Codó - MA;2103307;MA;120548;0,5603 ;A;0,9043 ;B;;;
Prefeitura Municipal de Vespasiano - MG;3171204;MG;120510;0,0879 ;A;0,8837 ;A;16,9646 ;C;C
Prefeitura Municipal de Jandira - SP;3525003;SP;120177;0,0319 ;A;0,7956 ;A;0,1288 ;A;A
Prefeitura Municipal de Catanduva - SP;3511102;SP;120092;0,1491 ;A;0,9092 ;B;0,5654 ;A;B
Prefeitura Municipal de Barretos - SP;3505500;SP;119948;0,3793 ;A;1,0094 ;C;5,1840 ;C;C
Prefeitura Municipal de Paulo Afonso - BA;2924009;BA;119930;0,0218 ;A;0,8929 ;A;0,1442 ;A;A
Prefeitura Municipal de Paço do Lumiar - MA;2107506;MA;119915;0,0325 ;A;;;0,1634 ;A;
Prefeitura Municipal de Guaratinguetá - SP;3518404;SP;119753;0,1745 ;A;0,9294 ;B;3,0506 ;C;C
Prefeitura Municipal de Birigui - SP;3506508;SP;119536;0,2145 ;A;0,9800 ;C; -   ;;
Prefeitura Municipal de Trindade - GO;5221403;GO;119385;0,3626 ;A;0,9183 ;B;;;
Prefeitura Municipal de Votorantim - SP;3557006;SP;118858;0,0586 ;A;0,9785 ;C;;;
Prefeitura Municipal de Barcarena - PA;1501303;PA;118537;0,0449 ;A;0,8920 ;A;0,1763 ;A;A
Prefeitura Municipal de Itabira - MG;3131703;MG;118481;0,1356 ;A;0,8800 ;A;-0,0386 ;C;C
Prefeitura Municipal de Tatuí - SP;3554003;SP;117823;0,1377 ;A;0,9245 ;B;7,9079 ;C;C
Prefeitura Municipal de Várzea Paulista - SP;3556503;SP;117772;0,0657 ;A;0,8867 ;A;0,1839 ;A;A
Prefeitura Municipal de Arapongas - PR;4101507;PR;116960;0,0310 ;A;;;0,2066 ;A;
Prefeitura Municipal de Araguari - MG;3103504;MG;116871;0,1308 ;A;0,9894 ;C;;;
Prefeitura Municipal de Três Lagoas - MS;5008305;MS;115561;0,0506 ;A;0,8621 ;A;0,0031 ;A;A
Prefeitura Municipal de Salto - SP;3545209;SP;115193;0,1440 ;A;0,9443 ;B;-0,0309 ;C;C
Prefeitura Municipal de Caraguatatuba - SP;3510500;SP;115071;0,0023 ;A;0,8527 ;A;0,5309 ;A;A
Prefeitura Municipal de Itatiba - SP;3523404;SP;114912;0,1188 ;A;1,0382 ;C;1,0892 ;C;C
Prefeitura Municipal de Poá - SP;3539806;SP;114650;0,0241 ;A;0,8795 ;A;0,2056 ;A;A
Prefeitura Municipal de Eunápolis - BA;2910727;BA;114275;1,5114 ;C;0,9635 ;C;;;
Prefeitura Municipal de Bento Gonçalves - RS;4302105;RS;114203;0,0996 ;A;0,8616 ;A;1,9642 ;C;C
Prefeitura Municipal de Almirante Tamandaré - PR;4100400;PR;114129;0,3943 ;A;0,8588 ;A;0,0725 ;A;A
Prefeitura Municipal de Formosa - GO;5208004;GO;114036;0,5267 ;A;0,9452 ;B;1,4025 ;C;C
Prefeitura Municipal de Igarassu - PE;2606804;PE;113956;0,1823 ;A;0,9627 ;C;0,1881 ;A;C
Prefeitura Municipal de Santana - AP;1600600;AP;113854;0,0457 ;A;1,0645 ;C;;;
Prefeitura Municipal de Passos - MG;3147907;MG;113807;0,1530 ;A;0,9722 ;C;0,7394 ;A;C
Prefeitura Municipal de Parintins - AM;1303403;AM;112716;0,0424 ;A;;;0,0454 ;A;
Prefeitura Municipal de Ubá - MG;3169901;MG;112186;0,0319 ;A;0,8917 ;A; -   ;;
Prefeitura Municipal de São Lourenço da Mata - PE;2613701;PE;111197;0,1826 ;A;0,9615 ;C;2,9488 ;C;C
Prefeitura Municipal de Ourinhos - SP;3534708;SP;111056;0,2083 ;A;0,9561 ;C;;;
Prefeitura Municipal de Açailândia - MA;2100055;MA;110543;;;0,9676 ;C;0,2322 ;A;
Prefeitura Municipal de Altamira - PA;1500602;PA;109938;0,0080 ;A;;;;;
Prefeitura Municipal de Coronel Fabriciano - MG;3119401;MG;109857;0,1315 ;A;0,9441 ;B;0,4517 ;A;B
Prefeitura Municipal de Corumbá - MS;5003207;MS;109294;0,0889 ;A;0,8942 ;A;0,1503 ;A;A
Prefeitura Municipal de Umuarama - PR;4128104;PR;109132;0,0639 ;A;0,9001 ;B;0,0112 ;A;B
Prefeitura Municipal de Tucuruí - PA;1508100;PA;108885;0,0780 ;A;0,9581 ;C;;;
Prefeitura Municipal de Paragominas - PA;1505502;PA;108547;0,0008 ;A;0,9101 ;B;;;
Prefeitura Municipal de Novo Gama - GO;5215231;GO;108410;0,6337 ;B;0,9807 ;C;0,8082 ;A;C
Prefeitura Municipal de Muriaé - MG;3143906;MG;107916;0,0519 ;A;0,9203 ;B;0,4236 ;A;B
Prefeitura Municipal de Patos - PB;2510808;PB;107067;0,2959 ;A;1,0649 ;C;4,9212 ;C;C
Prefeitura Municipal de Piraquara - PR;4119509;PR;106132;0,1136 ;A;0,8908 ;A;0,0686 ;A;A
Prefeitura Municipal de Ariquemes - RO;1100023;RO;105896;0,3072 ;A;0,8639 ;A;0,4207 ;A;A
Prefeitura Municipal de Cambé - PR;4103701;PR;104592;0,1817 ;A;0,9323 ;B;0,4099 ;A;B
Prefeitura Municipal de Ituiutaba - MG;3134202;MG;103945;0,0486 ;A;0,9487 ;B;0,3991 ;A;B
Prefeitura Municipal de Tubarão - SC;4218707;SC;103674;0,1850 ;A;0,9405 ;B;0,7711 ;A;B
Prefeitura Municipal de Santa Cruz do Capibaribe - PE;2612505;PE;103660;0,1053 ;A;0,9457 ;B;338,2852 ;C;C
Prefeitura Municipal de Araxá - MG;3104007;MG;103287;0,0371 ;A;0,8826 ;A;0,1421 ;A;A
Prefeitura Municipal de Lagarto - SE;2803500;SE;103188;0,0833 ;A;0,9524 ;C;2,5307 ;C;C
Prefeitura Municipal de Bacabal - MA;2101202;MA;103020;0,2091 ;A;0,8205 ;A;0,3728 ;A;A
Prefeitura Municipal de Senador Canedo - GO;5220454;GO;102947;0,1051 ;A;0,8963 ;A;2,4345 ;C;C
Prefeitura Municipal de Erechim - RS;4307005;RS;102906;;;0,8328 ;A;0,1784 ;A;
Prefeitura Municipal de Santo Antônio de Jesus - BA;2928703;BA;102469;0,2777 ;A;0,9689 ;C;0,4541 ;A;C
Prefeitura Municipal de Assis - SP;3504008;SP;102268;0,1925 ;A;0,8608 ;A;9,8120 ;C;C
Prefeitura Municipal de Iguatu - CE;2305506;CE;102013;0,4278 ;A;0,8695 ;A;0,1853 ;A;A
Prefeitura Municipal de Itumbiara - GO;5211503;GO;101544;0,1759 ;A;0,9378 ;B;12,1801 ;C;C
Prefeitura Municipal de Lavras - MG;3138203;MG;101208;0,1408 ;A;0,9192 ;B;6,1404 ;C;C
Prefeitura Municipal de Catalão - GO;5205109;GO;100590;0,1613 ;A;0,8496 ;A;2,4823 ;C;C
Prefeitura Municipal de Japeri - RJ;3302270;RJ;100562;0,1471 ;A;0,9169 ;B;1,8772 ;C;C
Prefeitura Municipal de Tailândia - PA;1507953;PA;100300;0,5083 ;A;0,9368 ;B;;;
Prefeitura Municipal de Leme - SP;3526704;SP;100296;0,1433 ;A;0,8931 ;A;0,0733 ;A;A
Prefeitura Municipal de Paulínia - SP;3536505;SP;100128;0,3145 ;A;0,9189 ;B;0,2067 ;A;B
Prefeitura Municipal de São Gonçalo do Amarante - RN;2412005;RN;99724;0,1922 ;A;0,8457 ;A; -   ;;
Prefeitura Municipal de Itaperuna - RJ;3302205;RJ;99504;0,1281 ;A;1,0349 ;C;2,0871 ;C;C
Prefeitura Municipal de Guaíba - RS;4309308;RS;99186;0,3301 ;A;0,8906 ;A;0,4948 ;A;A
Prefeitura Municipal de Breves - PA;1501808;PA;99080;0,0000 ;A;;;;;
Prefeitura Municipal de Abreu e Lima - PE;2600054;PE;98990;0,1845 ;A;0,9976 ;C;14,0768 ;C;C
Prefeitura Municipal de Itacoatiara - AM;1301902;AM;98503;0,3973 ;A;0,9523 ;C;-0,8814 ;C;C
Prefeitura Municipal de Itaituba - PA;1503606;PA;98485;0,8241 ;B;0,9266 ;B;1,2173 ;C;C
Prefeitura Municipal de São Pedro da Aldeia - RJ;3305208;RJ;98470;0,4196 ;A;0,9600 ;C;0,0464 ;A;C
Prefeitura Municipal de Valença - BA;2932903;BA;98053;0,4631 ;A;1,0012 ;C;1,2413 ;C;C
Prefeitura Municipal de Itanhaém - SP;3522109;SP;97439;0,3334 ;A;0,9186 ;B;4,8062 ;C;C
Prefeitura Municipal de Barra do Piraí - RJ;3300308;RJ;97152;0,2464 ;A;0,9092 ;B;0,1393 ;A;B
Prefeitura Municipal de Jataí - GO;5211909;GO;97077;0,2761 ;A;0,9808 ;C;-0,9923 ;C;C
Prefeitura Municipal de Caieiras - SP;3509007;SP;97016;0,0001 ;A;0,9111 ;B;2,6602 ;C;C
Prefeitura Municipal de Tangará da Serra - MT;5107958;MT;96932;0,0536 ;A;0,8333 ;A;0,0948 ;A;A
Prefeitura Municipal de Aracruz - ES;3200607;ES;96746;0,0770 ;A;;;0,1911 ;A;
Prefeitura Municipal de Bayeux - PB;2501807;PB;96583;0,6310 ;B;1,0421 ;C;10,9209 ;C;C
Prefeitura Municipal de Itajubá - MG;3132404;MG;96523;0,1691 ;A;0,9752 ;C;1,5152 ;C;C
Prefeitura Municipal de Manacapuru - AM;1302504;AM;95330;0,0059 ;A;0,9599 ;C;-0,7677 ;C;C
Prefeitura Municipal de Itabaiana - SE;2802908;SE;94393;0,2295 ;A;0,9221 ;B;0,4795 ;A;B
Prefeitura Municipal de Mairiporã - SP;3528502;SP;93981;0,0389 ;A;0,9281 ;B;0,1443 ;A;B
Prefeitura Municipal de Vilhena - RO;1100304;RO;93745;0,5617 ;A;0,8664 ;A;0,1324 ;A;A
Prefeitura Municipal de Fazenda Rio Grande - PR;4107652;PR;93730;0,1078 ;A;0,8270 ;A;2,6017 ;C;C
Prefeitura Municipal de Campo Mourão - PR;4104303;PR;93547;0,0513 ;A;0,9131 ;B;1,0325 ;C;C
Prefeitura Municipal de Balsas - MA;2101400;MA;93511;0,0022 ;A;;; -   ;;
Prefeitura Municipal de Itapeva - SP;3522406;SP;93145;0,1685 ;A;0,8381 ;A;0,4115 ;A;A
Prefeitura Municipal de Ipojuca - PE;2607208;PE;92965;0,0290 ;A;0,9922 ;C;11,4410 ;C;C
Prefeitura Municipal de Nova Serrana - MG;3145208;MG;92332;0,2760 ;A;0,9970 ;C;33,4586 ;C;C
Prefeitura Municipal de Itaúna - MG;3133808;MG;92091;0,1251 ;A;0,9161 ;B;1,2997 ;C;C
Prefeitura Municipal de Votuporanga - SP;3557105;SP;92032;0,1143 ;A;0,8814 ;A;0,4374 ;A;A
Prefeitura Municipal de Pará de Minas - MG;3147105;MG;91969;0,1877 ;A;0,9302 ;B;0,7872 ;A;B
Prefeitura Municipal de Mogi Mirim - SP;3530805;SP;91929;0,2074 ;A;0,9183 ;B;0,2692 ;A;B
Prefeitura Municipal de Caçapava - SP;3508504;SP;91883;0,3793 ;A;0,9865 ;C;3,5661 ;C;C
Prefeitura Municipal de Paracatu - MG;3147006;MG;91724;0,0597 ;A;0,8984 ;A;;;
Prefeitura Municipal de Sarandi - PR;4126256;PR;91344;0,1075 ;A;0,7736 ;A;0,0154 ;A;A
Prefeitura Municipal de Caratinga - MG;3113404;MG;91342;0,3548 ;A;0,9319 ;B;-6,3429 ;C;C
Prefeitura Municipal de Nova Lima - MG;3144805;MG;91069;0,0996 ;A;0,8706 ;A; -   ;;
Prefeitura Municipal de Cáceres - MT;5102504;MT;90881;0,1703 ;A;0,9104 ;B;0,3484 ;A;B
Prefeitura Municipal de São João del Rei - MG;3162500;MG;89832;0,0365 ;A;0,9517 ;C;0,7118 ;A;C
Prefeitura Municipal de São João da Boa Vista - SP;3549102;SP;89564;0,1262 ;A;0,9320 ;B;1,0413 ;C;C
Prefeitura Municipal de Patrocínio - MG;3148103;MG;89333;0,3278 ;A;0,8665 ;A;;;
Prefeitura Municipal de Candeias - BA;2906501;BA;89271;0,8331 ;B;0,7629 ;A;0,1292 ;A;B
Prefeitura Municipal de Avaré - SP;3504503;SP;88938;0,2620 ;A;0,9396 ;B;4,3533 ;C;C
Prefeitura Municipal de Timóteo - MG;3168705;MG;88255;0,6070 ;B;0,9355 ;B;35,4824 ;C;C
Prefeitura Municipal de Ponta Porã - MS;5006606;MS;88164;0,0655 ;A;0,8842 ;A;0,0728 ;A;A
Prefeitura Municipal de São Cristóvão - SE;2806701;SE;88118;0,7867 ;B;0,9592 ;C;1,3928 ;C;C
Prefeitura Municipal de Cacoal - RO;1100049;RO;87877;0,1303 ;A;0,9572 ;C;0,5387 ;A;C
Prefeitura Municipal de Manhuaçu - MG;3139409;MG;87735;0,0902 ;A;0,9682 ;C;0,3475 ;A;C
Prefeitura Municipal de Lorena - SP;3527207;SP;87584;0,0289 ;A;0,9532 ;C;0,3973 ;A;C
Prefeitura Municipal de São Roque - SP;3550605;SP;87506;0,0089 ;A;0,9501 ;C;;;
Prefeitura Municipal de Francisco Beltrão - PR;4108403;PR;87491;0,1205 ;A;0,9309 ;B;1,1373 ;C;C
Prefeitura Municipal de Ubatuba - SP;3555406;SP;87364;0,0374 ;A;0,9895 ;C;-0,6996 ;C;C
Prefeitura Municipal de Paranavaí - PR;4118402;PR;87316;0,3362 ;A;0,8620 ;A;0,1452 ;A;A
Prefeitura Municipal de Barra do Corda - MA;2101608;MA;86662;;;1,0151 ;C;0,3865 ;A;
Prefeitura Municipal de Guanambi - BA;2911709;BA;86320;0,2776 ;A;0,9585 ;C;0,1701 ;A;C
Prefeitura Municipal de Quixadá - CE;2311306;CE;85991;0,2576 ;A;0,9715 ;C;;;
Prefeitura Municipal de Cachoeira do Sul - RS;4303004;RS;85600;0,0711 ;A;1,0034 ;C;1,6942 ;C;C
Prefeitura Municipal de Arujá - SP;3503901;SP;85199;;;0,9757 ;C;0,0496 ;A;
Prefeitura Municipal de Serra Talhada - PE;2613909;PE;84970;0,2400 ;A;1,0015 ;C;6,7789 ;C;C
Prefeitura Municipal de Gurupi - TO;1709500;TO;84628;0,3147 ;A;0,8720 ;A;0,3799 ;A;A
Prefeitura Municipal de São Sebastião - SP;3550704;SP;84294;0,0506 ;A;0,9200 ;B;0,5406 ;A;B
Prefeitura Municipal de Esteio - RS;4307708;RS;84114;0,0504 ;A;0,9104 ;B;0,0717 ;A;B
Prefeitura Municipal de Coari - AM;1301209;AM;83929;0,0105 ;A;0,9232 ;B;;;
Prefeitura Municipal de Santa Inês - MA;2109908;MA;83759;0,2488 ;A;;; -   ;;
Prefeitura Municipal de Saquarema - RJ;3305505;RJ;83750;0,1040 ;A;0,8507 ;A;2,0502 ;C;C
Prefeitura Municipal de Unaí - MG;3170404;MG;83448;0,1092 ;A;0,9005 ;B;0,4444 ;A;B
Prefeitura Municipal de Jacobina - BA;2917508;BA;83435;0,1577 ;A;0,9612 ;C;;;
Prefeitura Municipal de Araripina - PE;2601102;PE;83287;0,4773 ;A;0,9661 ;C;11,5199 ;C;C
Prefeitura Municipal de Caldas Novas - GO;5204508;GO;83220;1,5531 ;C;0,9898 ;C;8,6155 ;C;D
Prefeitura Municipal de Ijuí - RS;4310207;RS;83089;0,0111 ;A;0,9156 ;B;1,5547 ;C;C
Prefeitura Municipal de Sorriso - MT;5107925;MT;82792;0,0335 ;A;0,8605 ;A;0,0470 ;A;A
Prefeitura Municipal de Sant'Ana do Livramento - RS;4317103;RS;82631;0,0912 ;A;1,0377 ;C;2,4044 ;C;C
Prefeitura Municipal de Serrinha - BA;2930501;BA;82621;0,4413 ;A;0,8129 ;A;0,5823 ;A;A
Prefeitura Municipal de Gravatá - PE;2606408;PE;82579;0,4108 ;A;0,9527 ;C;2,6791 ;C;C
Prefeitura Municipal de Cruzeiro do Sul - AC;1200203;AC;82075;0,1861 ;A;0,9884 ;C;-0,6209 ;C;C
Prefeitura Municipal de Pinheiro - MA;2108603;MA;81924;;;;;;;
Prefeitura Municipal de São Bento do Sul - SC;4215802;SC;81893;0,0378 ;A;0,8252 ;A;0,8844 ;A;A
Prefeitura Municipal de Carpina - PE;2604007;PE;81884;0,1700 ;A;0,9701 ;C;220,0401 ;C;C
Prefeitura Municipal de Matão - SP;3529302;SP;81878;0,4701 ;A;1,0094 ;C;11,9341 ;C;C
Prefeitura Municipal de Luís Eduardo Magalhães - BA;2919553;BA;81730;0,1122 ;A;0,9078 ;B;0,9909 ;A;B
Prefeitura Municipal de Campo Limpo Paulista - SP;3509601;SP;81693;0,1753 ;A;0,9591 ;C;1,3573 ;C;C
Prefeitura Municipal de Redenção - PA;1506138;PA;81647;;;1,1322 ;C;0,0015 ;A;
Prefeitura Municipal de Pacatuba - CE;2309706;CE;81627;0,1907 ;A;0,9747 ;C;0,2085 ;A;C
Prefeitura Municipal de Cruzeiro - SP;3513405;SP;81406;0,9990 ;B;0,9664 ;C;;;
Prefeitura Municipal de Senhor do Bonfim - BA;2930105;BA;80769;0,3913 ;A;0,9938 ;C;4,7043 ;C;C
Prefeitura Municipal de Sapiranga - RS;4319901;RS;79946;0,1950 ;A;0,8554 ;A;0,1514 ;A;A
Prefeitura Municipal de Pato Branco - PR;4118501;PR;79869;0,1055 ;A;0,9293 ;B;1,0145 ;C;C
Prefeitura Municipal de Curvelo - MG;3120904;MG;79401;0,0211 ;A;0,9825 ;C;0,6800 ;A;C
Prefeitura Municipal de Dias d'Ávila - BA;2910057;BA;79401;0,2874 ;A;0,9587 ;C;0,2161 ;A;C
Prefeitura Municipal de Três Rios - RJ;3306008;RJ;79230;0,0148 ;A;0,9649 ;C;1,9589 ;C;C
Prefeitura Municipal de Alfenas - MG;3101607;MG;79222;0,2007 ;A;1,0003 ;C;7,7222 ;C;C
Prefeitura Municipal de Macaíba - RN;2407104;RN;79211;0,1026 ;A;0,8996 ;A;0,1318 ;A;A
Prefeitura Municipal de Lajeado - RS;4311403;RS;79172;0,0563 ;A;0,8995 ;A;0,1241 ;A;A
Prefeitura Municipal de João Monlevade - MG;3136207;MG;79100;0,0464 ;A;0,9636 ;C;;;
Prefeitura Municipal de Santo Ângelo - RS;4317509;RS;79040;0,1984 ;A;0,9206 ;B;0,9672 ;A;B
Prefeitura Municipal de Goiana - PE;2606200;PE;78940;0,1642 ;A;0,7840 ;A;0,0172 ;A;A
Prefeitura Municipal de Moju - PA;1504703;PA;78629;;;1,0105 ;C;;;
Prefeitura Municipal de Cianorte - PR;4105508;PR;78553;0,0205 ;A;0,9116 ;B;0,2574 ;A;B
Prefeitura Municipal de Três Corações - MG;3169307;MG;78474;0,1946 ;A;0,9073 ;B;0,9107 ;A;B
Prefeitura Municipal de Aquiraz - CE;2301000;CE;78438;0,1128 ;A;0,8681 ;A;0,0781 ;A;A
Prefeitura Municipal de Chapadinha - MA;2103208;MA;78348;0,2506 ;A;1,1361 ;C; -   ;;
Prefeitura Municipal de Alegrete - RS;4300406;RS;78244;0,0856 ;A;0,8110 ;A;;;
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;77931;0,4927 ;A;0,9890 ;C;;;
Prefeitura Municipal de Viçosa - MG;3171303;MG;77863;0,0065 ;A;0,9266 ;B;0,7649 ;A;B
Prefeitura Municipal de Bebedouro - SP;3506102;SP;77695;0,2275 ;A;0,9847 ;C;2,1602 ;C;C
Prefeitura Municipal de Canindé - CE;2302800;CE;77261;0,4322 ;A;0,9094 ;B;14,5046 ;C;C
Prefeitura Municipal de Ibiúna - SP;3519709;SP;77005;0,5725 ;A;0,9332 ;B;5,3118 ;C;C
Prefeitura Municipal de Itapetinga - BA;2916401;BA;76881;0,3235 ;A;;;2,9633 ;C;
Prefeitura Municipal de Picos - PI;2208007;PI;76749;0,3551 ;A;0,9531 ;C; -   ;;
Prefeitura Municipal de Camboriú - SC;4203204;SC;76592;0,0539 ;A;0,8753 ;A;0,0257 ;A;A
Prefeitura Municipal de Caçador - SC;4203006;SC;76571;0,1034 ;A;0,8914 ;A;3,2555 ;C;C
Prefeitura Municipal de Lins - SP;3527108;SP;76562;0,0577 ;A;0,9570 ;C;0,9336 ;A;C
Prefeitura Municipal de Telêmaco Borba - PR;4127106;PR;76550;0,0423 ;A;0,8438 ;A;0,1462 ;A;A
Prefeitura Municipal de Jaboticabal - SP;3524303;SP;76196;0,4592 ;A;0,9858 ;C;2,8949 ;C;C
Prefeitura Municipal de Russas - CE;2311801;CE;75762;0,1930 ;A;0,9497 ;B;0,8412 ;A;B
Prefeitura Municipal de Belo Jardim - PE;2601706;PE;75729;0,1039 ;A;0,9469 ;B;-113,4762 ;C;C
Prefeitura Municipal de Rio Largo - AL;2707701;AL;75688;0,5768 ;A;1,2191 ;C; -   ;;
Prefeitura Municipal de Viana - ES;3205101;ES;75652;0,1592 ;A;0,8272 ;A;4,6376 ;C;C
Prefeitura Municipal de Pirassununga - SP;3539301;SP;75035;0,1579 ;A;0,9605 ;C;0,3303 ;A;C
Prefeitura Municipal de Navegantes - SC;4211306;SC;74964;0,1182 ;A;0,8798 ;A;0,2166 ;A;A
Prefeitura Municipal de Cataguases - MG;3115300;MG;74609;0,0628 ;A;0,9977 ;C;-5,5044 ;C;C
Prefeitura Municipal de Ouro Preto - MG;3146107;MG;74356;0,0543 ;A;1,0618 ;C;;;
Prefeitura Municipal de Crateús - CE;2304103;CE;74350;0,2196 ;A;0,9820 ;C;;;
Prefeitura Municipal de Tianguá - CE;2313401;CE;74107;;;0,9124 ;B;;;
Prefeitura Municipal de Palmeira dos Índios - AL;2706307;AL;74049;0,1228 ;A;0,8738 ;A;;;
Prefeitura Municipal de Valença - RJ;3306107;RJ;73997;0,6104 ;B;1,1193 ;C;1,3772 ;C;C
Prefeitura Municipal de Irecê - BA;2914604;BA;73915;0,7153 ;B;0,9654 ;C; -   ;;
Prefeitura Municipal de Vinhedo - SP;3556701;SP;73855;0,2157 ;A;0,9725 ;C;-0,2373 ;C;C
Prefeitura Municipal de Itapira - SP;3522604;SP;73410;0,2511 ;A;0,9291 ;B;0,4796 ;A;B
Prefeitura Municipal de Ceará-Mirim - RN;2402600;RN;73370;0,5891 ;A;0,9578 ;C;;;
Prefeitura Municipal de Concórdia - SC;4204301;SC;73206;0,0164 ;A;0,8387 ;A;0,0282 ;A;A
Prefeitura Municipal de Aracati - CE;2301109;CE;73188;0,2563 ;A;0,9077 ;B;0,7387 ;A;B
Prefeitura Municipal de Arcoverde - PE;2601201;PE;73154;0,0186 ;A;1,0216 ;C;6,5522 ;C;C
Prefeitura Municipal de Campo Formoso - BA;2906006;BA;73118;0,5692 ;A;0,9010 ;B;3,4864 ;C;C
Prefeitura Municipal de Cajamar - SP;3509205;SP;72875;0,4093 ;A;0,8364 ;A;0,6049 ;A;A
Prefeitura Municipal de Casa Nova - BA;2907202;BA;72798;0,5990 ;A;1,0481 ;C;0,9708 ;A;C
Prefeitura Municipal de Santa Rosa - RS;4317202;RS;72504;0,1116 ;A;0,8856 ;A;0,5955 ;A;A
Prefeitura Municipal de Novo Repartimento - PA;1505064;PA;72347;0,0500 ;A;0,9552 ;C;0,4436 ;A;C
Prefeitura Municipal de Santa Luzia - MA;2110005;MA;71329;0,0278 ;A;1,8472 ;C; -   ;;
Prefeitura Municipal de Janaúba - MG;3135100;MG;71279;0,2955 ;A;0,9969 ;C;4,6776 ;C;C
Prefeitura Municipal de Buriticupu - MA;2102325;MA;71227;0,2184 ;A;0,8856 ;A;1,4639 ;C;C
Prefeitura Municipal de Castro - PR;4104907;PR;71159;0,0535 ;A;0,8821 ;A;0,1201 ;A;A
Prefeitura Municipal de Santo Antônio do Descoberto - GO;5219753;GO;70950;0,9881 ;B;;;7,2617 ;C;
Prefeitura Municipal de Amparo - SP;3501905;SP;70742;0,0211 ;A;0,9740 ;C;1,1481 ;C;C
Prefeitura Municipal de Cascavel - CE;2303501;CE;70574;0,3416 ;A;1,0060 ;C;;;
Prefeitura Municipal de Venâncio Aires - RS;4322608;RS;70179;0,2139 ;A;0,8377 ;A;0,7363 ;A;A
Prefeitura Municipal de Bom Jesus da Lapa - BA;2903904;BA;70090;0,3158 ;A;0,8266 ;A;0,4052 ;A;A
Prefeitura Municipal de Oriximiná - PA;1505304;PA;70071;0,0003 ;A;0,8652 ;A;;;
Prefeitura Municipal de São Sebastião do Paraíso - MG;3164704;MG;70066;0,1753 ;A;1,0051 ;C;;;
Prefeitura Municipal de Pacajus - CE;2309607;CE;69877;0,4945 ;A;0,9167 ;B;;;
Prefeitura Municipal de Brumado - BA;2904605;BA;69473;0,0730 ;A;0,8974 ;A;0,2103 ;A;A
Prefeitura Municipal de Sousa - PB;2516201;PB;69196;0,2006 ;A;0,9531 ;C;1,2962 ;C;C
Prefeitura Municipal de Farroupilha - RS;4307906;RS;69066;0,0543 ;A;0,8516 ;A;0,2670 ;A;A
Prefeitura Municipal de Santana do Araguaia - PA;1506708;PA;68934;0,0646 ;A;0,9212 ;B;;;
Prefeitura Municipal de Estância - SE;2802106;SE;68846;0,1099 ;A;0,9138 ;B;0,2390 ;A;B
Prefeitura Municipal de Grajaú - MA;2104800;MA;68458;;;2,3773 ;C;;;
Prefeitura Municipal de Januária - MG;3135209;MG;68420;1,2415 ;B;1,0133 ;C;;;
Prefeitura Municipal de Fernandópolis - SP;3515509;SP;68399;0,0403 ;A;0,9032 ;B;0,9139 ;A;B
Prefeitura Municipal de Formiga - MG;3126109;MG;68236;0,0513 ;A;0,8981 ;A;2,5350 ;C;C
Prefeitura Municipal de Ouricuri - PE;2609907;PE;68236;0,9445 ;B;1,6894 ;C;-705,4934 ;C;C
Prefeitura Municipal de Rio do Sul - SC;4214805;SC;68217;0,1129 ;A;0,8756 ;A;2,3429 ;C;C
Prefeitura Municipal de Esmeraldas - MG;3124104;MG;68133;0,1973 ;A;1,0301 ;C;0,1107 ;A;C
Prefeitura Municipal de Cosmópolis - SP;3512803;SP;67960;0,4731 ;A;0,9576 ;C;1,7230 ;C;C
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67875;0,6704 ;B;0,9585 ;C;;;
Prefeitura Municipal de Escada - PE;2605202;PE;67839;0,3746 ;A;1,0245 ;C;1,2766 ;C;C
Prefeitura Municipal de Embu-Guaçu - SP;3515103;SP;67788;0,0209 ;A;0,9562 ;C;6,5013 ;C;C
Prefeitura Municipal de Caicó - RN;2402006;RN;67747;0,1553 ;A;1,0078 ;C;2,1029 ;C;C
Prefeitura Municipal de Santa Izabel do Pará - PA;1506500;PA;67686;0,2031 ;A;0,9592 ;C;0,5100 ;A;C
Prefeitura Municipal de Icó - CE;2305407;CE;67345;;;0,8931 ;A;;;
Prefeitura Municipal de Itamaraju - BA;2915601;BA;67305;0,6936 ;B;0,9385 ;B; -   ;;
